Channel,Num Spikes,Spike Freq (Hz),Mean Amp (µV),Median Amp (µV),CV of ISI,Num Bursts,Avg Spikes/Burst,% Spikes in Bursts,Degree Centrality,Betweenness Centrality,Clustering Coeff,Eigenvector Centrality,Community ID,z_score,P_coeff,Node Role
Ch 65,3112,3.8429245948791504,-1.1544599533081055,-26.15999984741211,8.380640029907227,75,39.17333333333333,94.40874035989717,1.7241379310344827,0.0,0.8271048227377062,0.13405923584963628,1,-0.01399792936458161,0.4990601449755768,Peripheral
Ch 75,3144,3.8824405670166016,3.457233190536499,-27.369998931884766,7.869405269622803,77,39.20779220779221,96.02417302798982,1.7241379310344827,0.0,0.8618613316353005,0.14328455675306226,1,-0.49863452034484296,0.49974458525106125,Peripheral
Ch 85,3105,3.834280490875244,8.092559814453125,-27.40999984741211,8.033305168151855,73,40.986301369863014,96.36070853462158,1.7241379310344827,0.0,0.8635276920510071,0.14382466629055793,0,0.506286049323551,0.4987900298869711,Peripheral
Ch 16,2983,3.6836259365081787,6.452263355255127,-25.829999923706055,7.874135971069336,75,38.2,96.04425075427422,1.7241379310344827,0.0,0.8748968207177491,0.14526005176515422,1,0.23985144655829715,0.4993959588488077,Peripheral
Ch 26,3001,3.7058537006378174,8.38737964630127,-28.65999984741211,7.459920883178711,69,42.072463768115945,96.7344218593802,1.7241379310344827,0.0,0.8517834980117106,0.14186891331605325,0,0.20740384093307804,0.4977920695234799,Peripheral
Ch 36,3059,3.7774763107299805,6.874122619628906,-28.40999984741211,7.688577651977539,71,41.42253521126761,96.14253023864008,1.7241379310344827,0.0,0.84666846982716,0.1393050012998844,0,0.743296043424449,0.4965640682043142,Peripheral
Ch 46,2944,3.6354658603668213,4.7911553382873535,-25.65999984741211,7.941768646240234,73,38.35616438356164,95.1086956521739,1.7241379310344827,0.0,0.8568949954667998,0.14162961236015192,1,0.38407551520482675,0.49998797505547166,Peripheral
Ch 56,970,1.1978267431259155,-8.902661323547363,-10.079999923706055,1.0179287195205688,15,3.1333333333333333,4.845360824742269,0.0,0.0,0.0,1.9641196710934143e-07,-1,0.0,0.0,Inactive
Ch 66,543,0.6705359816551208,-4.476998329162598,-9.829999923706055,1.004845142364502,2,3.5,1.289134438305709,0.0,0.0,0.0,1.9641196710934143e-07,-1,0.0,0.0,Inactive
Ch 76,3005,3.7107930183410645,2.90492582321167,-25.829999923706055,8.200483322143555,73,39.342465753424655,95.57404326123128,1.7241379310344827,0.0,0.8333125601059616,0.13585582521125378,1,-0.18920669038853108,0.4995375823569992,Peripheral
Ch 86,3105,3.834280490875244,7.87713098526001,-27.90999984741211,8.102147102355957,73,41.0958904109589,96.61835748792271,1.7241379310344827,0.0,0.8612332270504265,0.1436918579193008,0,0.23881851662700934,0.49886114006968363,Peripheral
Ch 17,2830,3.494690418243408,5.714724063873291,-27.329999923706055,7.844756603240967,73,37.342465753424655,96.32508833922262,1.7241379310344827,0.0,0.8696560154520634,0.14487744015895776,0,-0.47714254399434475,0.49999808326512185,Peripheral
Ch 27,2979,3.6786863803863525,5.2816548347473145,-32.15999984741211,7.690079212188721,67,43.507462686567166,97.85162806310842,1.7241379310344827,0.0015124016938898974,0.7198040906754362,0.1099038700363544,0,-4.6722176741798584,0.49122880230285393,Peripheral
Ch 37,3076,3.798469066619873,5.434292316436768,-28.90999984741211,7.868368148803711,78,38.294871794871796,97.10663198959688,1.7241379310344827,0.0,0.8548812303234513,0.141035333621669,0,0.5511043882488084,0.4981407718117169,Peripheral
Ch 47,2868,3.5416154861450195,11.022677421569824,17.869998931884766,7.586089134216309,70,39.3,95.92050209205021,1.7241379310344827,0.0,0.8590272785760817,0.14182022592227145,0,-0.3263243416107015,0.4997463917182382,Peripheral
Ch 57,468,0.5779205560684204,-0.4669230282306671,-9.75,0.9658815264701843,0,,0.0,0.0,0.0,0.0,1.9641196710934143e-07,-1,0.0,0.0,Inactive
Ch 67,487,0.6013830900192261,-0.02634497359395027,-9.25,1.0149927139282227,2,3.0,1.2320328542094456,0.0,0.0,0.0,1.9641196710934143e-07,-1,0.0,0.0,Inactive
Ch 77,2897,3.5774269104003906,3.350137710571289,-26.829999923706055,7.957221984863281,76,36.68421052631579,96.23748705557473,1.7241379310344827,0.0,0.8631916014277978,0.14215447960176802,1,1.1258610226787318,0.4999851492955596,Peripheral
Ch 87,3072,3.793529510498047,5.606712341308594,-29.90999984741211,7.82724142074585,70,42.285714285714285,96.35416666666666,1.7241379310344827,0.0,0.8456542867175646,0.13912293771418394,0,0.373385393587704,0.4972903806589829,Peripheral
Ch 28,2948,3.6404054164886475,7.422432899475098,-28.450000762939453,7.675685882568359,72,39.77777777777778,97.15061058344641,1.7241379310344827,0.0,0.8507492256127082,0.1417827940589809,0,0.4706490617876858,0.49692640926266474,Peripheral
Ch 38,2956,3.6502842903137207,6.843569755554199,-29.489999771118164,7.7451958656311035,69,41.130434782608695,96.00811907983761,1.7241379310344827,0.0,0.8492411429572995,0.141075200075783,0,0.6506635206891404,0.49652754087223405,Peripheral
Ch 48,2940,3.630526304244995,10.347128868103027,-24.369998931884766,7.776968955993652,67,42.134328358208954,96.0204081632653,1.7241379310344827,0.0,0.8581473091896452,0.1419140911661374,0,0.2081301120956068,0.49902989849039636,Peripheral
Ch 58,527,0.65077805519104,-3.8240036964416504,-9.90999984741211,0.9810579419136047,0,,0.0,0.0,0.0,0.0,1.9641196710934143e-07,-1,0.0,0.0,Inactive
Ch 68,549,0.6779452562332153,-3.834827184677124,-9.90999984741211,0.951225221157074,2,3.0,1.092896174863388,0.0,0.0,0.0,1.9641196710934143e-07,-1,0.0,0.0,Inactive
Ch 78,536,0.6618918776512146,1.3044401407241821,9.75,1.0449331998825073,3,3.3333333333333335,1.8656716417910446,0.0,0.0,0.0,1.9641196710934143e-07,-1,0.0,0.0,Inactive
